id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
5579,2025-10-16,208,70,11,10,1391.76,334.79,257068.0
5580,2025-06-16,1465,35,6,8,577.83,,
5621,2025-02-24,2542,23,13,2,1442.37,193.18,
5630,2025-07-22,2887,24,9,9,1986.52,,157056.6
5661,2025-01-02,2177,2,6,7,1075.21,258.17,
5665,2025-05-28,2369,2,10,12,1526.28,91.35,35685.26
5666,2025-08-21,2203,16,15,8,889.73,89.54,
5667,2025-11-18,1260,25,7,12,932.32,,
5670,2026-01-15,3603,41,6,2,1911.81,387.13,163649.66
5675,2025-07-11,1445,26,10,7,1628.23,,
5676,2025-11-29,1796,5,1,3,1978.32,176.11,
5677,2025-06-15,778,69,8,8,380.42,42.7,74677.15
5683,2026-01-19,2121,36,15,11,1765.6,137.86,80379.65
5695,2025-07-28,2826,28,3,3,1107.05,228.24,
5726,2025-02-10,2267,63,14,11,-519.05,70.03,97334.6
5734,2025-10-15,2784,66,8,5,340.39,,23247.91
5745,2025-04-30,2785,13,14,4,970.7,214.37,
5768,2025-04-09,608,71,8,8,66.15,,
5792,2025-07-27,1492,65,13,3,0.0,110.03,257939.36
5797,2025-07-15,2338,69,5,12,1297.39,,
5800,2025-07-06,573,53,6,3,738.18,84.74,83686.1
5814,2025-12-31,2787,20,12,4,1796.86,,
5826,2025-07-07,2883,59,6,3,273.68,,
5839,2025-07-24,1598,14,6,5,131.24,,
5859,2025-12-07,287,57,8,1,988.71,190.51,113470.78
5861,2025-11-16,2035,66,10,11,813.24,,
5868,2025-02-03,66,35,15,12,470.27,,20840.91
5875,2025-11-09,427,2,5,2,50.16,3.99,8490.62
5879,2025-09-07,1577,69,7,3,1491.74,299.97,112183.64
5915,2025-11-09,55,68,9,10,1974.64,,96623.22
5921,2025-07-25,1854,67,9,7,436.25,,17818.81
5935,2025-09-16,2056,27,12,10,482.97,,
5941,2025-03-01,1834,76,7,1,944.01,111.81,152164.62
5962,2025-09-03,626,77,4,10,786.79,144.97,91337.03
5966,2025-05-07,2627,29,5,4,260.36,24.3,
5978,2025-03-07,1232,20,13,8,79.25,5.32,
5989,2026-02-17,3705,1,4,7,635.39,138.22,
6001,2025-07-19,984,40,7,11,1508.29,,
6013,2025-09-13,2273,18,1,3,1008.5,,133709.61
6033,2025-10-05,2228,40,6,2,750.59,,143256.64
6070,2025-06-11,2757,53,5,1,163.07,34.55,
6073,2025-08-11,161,36,6,1,1250.35,,85339.9
6092,2025-04-20,65,62,4,6,305.61,49.17,9702.07
6094,2025-06-04,2635,16,14,4,94.22,,7766.01
6100,2026-02-18,671,73,6,9,1651.66,294.82,
6103,2025-07-18,2730,55,8,10,1614.45,,90901.76
6104,2025-11-10,716,49,11,1,1936.56,282.9,
6108,2025-10-08,2253,14,3,6,1302.9,,96874.68
6109,2025-03-04,131,27,14,1,116.97,,3543.84
6116,2025-07-06,1371,33,11,9,207.81,33.65,
6120,2025-04-15,1255,100,15,5,1760.92,232.1,
6124,2025-08-05,736,17,1,5,721.67,,40851.34
6136,2025-11-13,311,63,2,2,92.37,,
6146,2025-04-14,1175,34,12,12,520.75,,
6186,2025-07-18,1497,36,12,12,1450.14,132.94,
6192,2025-10-14,763,17,11,8,793.41,93.4,
6196,2025-05-31,264,9,3,4,54.12,7.71,
6203,2025-01-21,387,31,12,11,1083.95,192.8,50879.03
6213,2026-02-20,2846,4,6,11,1993.04,105.41,
6255,2025-01-20,2179,67,11,12,390.68,,
6263,2025-12-11,1588,78,11,8,1565.79,217.66,175686.94
6271,2025-07-01,2218,70,7,9,478.1,45.28,
6272,2025-10-19,738,34,12,5,561.86,83.98,
6289,2025-02-14,301,20,11,10,981.6,201.1,56218.47
6301,2025-07-09,1360,67,6,9,382.94,46.19,49569.52
6310,2025-02-04,208,76,7,6,1813.03,343.02,
6314,2025-04-27,1139,62,3,1,1742.95,87.77,
6321,2026-01-16,1815,42,5,1,59.23,,3548.92
6325,2026-02-19,2087,29,15,3,1013.03,,196376.1
6333,2025-07-04,1337,52,6,9,0.0,159.81,183123.37
6351,2025-09-20,130,22,10,3,1988.94,295.86,
6356,2025-03-06,1690,27,10,8,76.34,7.8,14590.72
6358,2025-09-04,392,63,4,9,750.23,,
6361,2026-01-31,2354,40,12,6,99.98,,
6371,2025-09-18,771,14,3,12,896.02,,
6376,2025-11-12,1035,8,2,9,558.89,86.58,
6386,2026-01-10,500,11,6,5,61.2,5.86,
6400,2025-12-20,1923,58,8,3,288.93,,
6411,2025-09-09,1702,34,7,9,769.37,141.61,32368.33
6422,2026-02-03,2565,20,2,6,500.96,,
6425,2026-01-17,2431,29,10,6,1473.13,197.75,194307.99
6426,2026-01-31,2896,23,12,6,904.15,,65690.98
6444,2025-01-09,1003,9,12,8,707.84,158.04,
6449,2025-09-01,131,71,15,2,1659.89,333.79,
6451,2025-08-22,1759,74,7,12,477.9,42.58,
6458,2025-01-30,1179,5,11,1,572.07,,
6462,2025-11-24,2855,32,6,10,182.08,207.72,
6486,2025-10-03,1870,28,8,3,154.19,35.78,23535.28
6503,2026-01-01,615,80,11,5,511.41,35.39,
6518,2025-03-20,1346,35,5,4,166.31,14.28,
6543,2025-02-12,1978,52,2,7,736.57,,
6553,2025-11-27,1269,23,7,7,956.39,61.44,
6566,2025-01-28,2010,64,2,9,1994.4,462.19,391198.8
6582,2025-03-26,2196,25,1,3,581.91,,
6592,2025-12-07,269,41,6,7,539.59,,
6601,2025-09-14,2444,1,12,12,1420.37,188.55,190244.79
6616,2025-05-05,397,52,6,1,897.12,83.89,
6625,2025-11-21,498,46,15,5,773.37,,26638.57
6631,2026-02-07,1543,37,9,11,1236.6,251.15,
6644,2025-03-12,1256,76,9,6,54.93,,
6651,2025-06-21,2965,5,5,12,1695.98,,247829.98
6660,2025-05-06,2312,51,9,9,586.71,126.15,
6662,2025-11-08,572,33,5,12,415.9,32.69,60287.5
6664,2025-08-07,1025,66,4,11,101.52,,2448.35
6673,2026-02-14,949,69,1,9,703.24,41.82,
6680,2025-02-14,3712,43,12,2,437.99,,76907.31
6692,2025-09-03,107,14,9,11,536.21,,83030.04
6702,2025-11-27,2292,51,13,1,518.49,33.69,48343.22
6705,2025-05-22,309,26,5,1,162.27,28.85,
6714,2025-01-18,546,25,11,9,1666.48,226.96,
6729,2026-01-05,1833,73,13,12,1034.11,178.99,118541.57
6758,2025-05-25,1836,73,10,8,412.62,,
6773,2025-11-18,911,7,11,2,65.21,,
6777,2025-08-15,2998,65,13,5,1058.56,221.66,95166.92
6780,2025-08-21,1823,59,9,4,0.0,137.14,
6786,2025-03-09,2134,60,8,9,0.0,157.0,
6787,2025-01-01,1611,63,15,8,266.17,20.15,7982.96
6810,2025-12-27,892,12,9,2,993.38,140.3,
6815,2025-06-29,1382,54,11,1,1631.08,332.86,265517.59
6829,2025-01-21,1305,22,11,1,1063.04,163.69,
6840,2025-09-05,842,54,12,11,914.44,76.55,
6863,2025-03-16,2216,34,2,12,802.98,111.2,
6868,2025-04-15,1273,12,8,7,1401.12,214.77,
6873,2025-09-21,273,33,15,12,775.99,69.77,
6894,2025-07-30,2273,64,11,4,563.23,118.55,69221.02
6901,2025-04-22,1520,48,15,4,384.74,24.0,
6915,2025-07-15,6,54,10,3,320.2,64.03,33943.12
6919,2025-04-23,1503,12,6,8,1707.43,257.89,
6928,2026-01-04,1001,3,9,8,574.27,,
6942,2025-08-30,348,62,1,4,1926.76,,
6946,2025-02-13,1186,57,13,11,1593.95,304.3,
6947,2025-05-14,1618,10,5,5,1034.37,183.44,101957.05
6952,2025-10-24,721,43,2,12,185.25,17.31,
6955,2025-10-18,2922,66,7,1,1286.46,194.71,
6962,2025-12-21,2082,39,14,8,1240.6,250.11,172069.57
6974,2025-12-03,698,37,11,10,132.11,17.81,24600.02
6975,2025-04-01,2161,14,14,10,98.74,,4435.82
6976,2025-09-03,1129,79,5,1,1687.23,208.66,
6978,2026-02-20,1754,35,2,5,783.84,67.45,
6982,2026-02-13,1411,69,1,6,574.8,,98912.26
6990,2025-06-05,223,64,3,5,650.38,105.29,
6994,2025-05-13,2814,45,1,7,1173.0,76.26,219686.54
6999,2025-12-20,2810,47,1,9,172.98,,16477.58
7042,2025-03-06,1441,55,2,11,497.92,79.48,
7047,2025-11-22,1692,18,6,6,1133.32,68.24,186876.75
7061,2025-04-14,2826,27,7,6,815.73,196.3,
7081,2025-01-02,368,55,10,1,1197.77,146.98,50471.5
7087,2026-02-16,1915,65,9,2,795.7,47.07,
7090,2025-10-14,1483,65,13,7,690.71,60.16,
7094,2025-02-03,1204,29,5,10,1230.6,296.51,215018.93
7097,2025-06-23,2418,11,2,10,526.46,64.94,
7115,2025-12-13,78,69,12,1,592.81,130.72,
7123,2025-08-17,1099,70,7,10,429.79,61.34,
7132,2026-01-28,418,11,12,7,927.24,,
7154,2025-09-28,333,57,9,2,149.85,,
7166,2025-07-21,2388,45,4,11,1357.24,253.76,264355.77
7172,2025-10-24,1425,26,3,5,532.04,,
7190,2025-11-04,468,58,3,4,1489.43,98.08,
7194,2025-02-11,1114,38,1,2,984.1,,
7210,2025-11-11,534,26,15,10,620.27,52.92,99116.65
7216,2025-05-11,1058,33,11,8,234.3,55.71,
7242,2025-05-08,513,16,8,12,981.86,,
7254,2025-06-06,1257,45,15,12,927.36,,
7258,2025-02-05,1063,10,4,6,1786.44,283.89,96533.94
7259,2025-06-16,1706,13,10,5,718.89,,
7265,2025-07-16,1439,56,9,8,143.33,8.01,
7282,2025-06-21,2576,53,2,5,355.64,27.97,35390.77
7288,2025-05-04,2907,63,1,7,1215.92,238.18,103405.56
7298,2026-02-19,1655,5,2,1,1389.75,,58370.75
7299,2025-10-31,887,5,4,12,528.05,120.59,
7311,2025-11-15,1767,69,8,1,736.94,,
7330,2025-12-02,2269,7,15,10,1739.66,174.33,
7331,2026-01-29,124,19,12,4,0.0,27.23,48649.46
7332,2025-11-02,2655,116,6,5,-414.35,84.85,
7362,2026-01-05,2632,40,1,7,349.99,25.52,33400.64
7363,2025-10-03,2185,52,10,9,1024.37,172.4,137558.75
7379,2026-02-05,944,49,15,12,470.41,102.07,66697.11
7402,2025-04-26,2763,79,13,7,492.55,,
7411,2025-09-13,42,74,2,8,770.72,,
7415,2025-01-23,1131,41,5,12,880.79,105.39,150956.37
7422,2025-06-29,2095,71,3,11,75.49,11.47,
7431,2025-07-30,1930,45,5,9,384.54,61.04,70618.29
7452,2025-01-21,3663,21,12,7,278.99,25.96,
7478,2025-12-24,1910,55,15,8,159.96,10.77,
7488,2025-06-27,828,19,6,12,1585.24,96.6,98141.6
7525,2025-12-23,800,34,2,6,388.31,83.9,13031.14
7533,2025-02-22,3730,51,14,4,1054.6,194.94,
7541,2025-03-05,2937,61,11,3,-915.28,58.29,64910.6
7542,2025-09-04,2886,6,2,7,996.58,,
7557,2025-04-08,1767,25,6,3,854.01,73.88,106881.68
7558,2025-10-14,2895,68,12,10,715.84,68.54,76807.55
7573,2025-06-15,243,56,15,3,974.92,133.21,85994.23
7591,2026-02-19,992,48,10,4,1936.71,,324162.53
7592,2025-05-30,947,35,2,8,270.19,,47919.14
7600,2026-01-01,2116,77,3,12,1518.99,,
7627,2025-09-03,2501,3,15,11,1487.28,,278028.61
7631,2025-06-18,1523,29,8,4,640.87,34.42,
7650,2025-05-28,257,25,6,7,1666.76,160.72,
7667,2025-05-21,2925,36,2,3,1704.77,326.48,124814.59
7678,2025-10-15,2108,68,8,6,847.17,103.83,
7693,2026-01-19,2601,75,7,9,579.06,,
7698,2025-11-10,632,75,10,6,311.69,18.1,
7716,2026-02-19,2061,19,10,6,1758.9,,
7718,2025-04-02,1461,8,13,1,1153.34,122.85,
7723,2026-02-06,2386,53,8,2,334.11,,
7726,2025-10-22,1528,13,8,11,1481.89,308.17,
7741,2025-04-04,2556,2,4,1,1058.52,249.63,47109.0
7754,2026-01-28,1586,53,7,7,240.17,,
7776,2025-07-15,2674,47,3,4,67.15,,3859.05
7792,2025-06-30,1161,59,8,12,1557.36,242.4,280576.71
7796,2025-06-14,1312,15,12,6,343.52,,
7798,2025-02-10,2645,52,10,6,533.6,131.61,
7809,2026-02-17,1841,64,11,4,1664.79,,309652.03
7811,2025-09-20,410,76,4,3,957.75,51.33,
7822,2025-03-17,163,71,14,9,243.03,20.92,42468.27
7832,2025-09-23,987,12,11,9,826.53,134.36,121739.21
7849,2025-04-29,1527,4,10,8,1848.92,,92562.71
7854,2026-01-05,1445,49,4,3,859.64,,
7857,2025-01-11,1025,20,2,1,1906.67,322.13,253441.09
7872,2025-01-13,2461,78,2,6,1913.99,,
7884,2025-12-01,1098,50,15,1,953.53,192.45,120652.16
7887,2025-07-06,472,6,2,6,221.37,,6432.36
7896,2025-02-03,580,71,14,11,546.86,,
7898,2026-01-26,877,29,14,8,922.23,,151157.74
7899,2025-05-28,1770,70,11,3,1258.31,,
7905,2025-09-18,2853,25,14,1,1887.5,,
7913,2025-09-22,511,15,3,4,386.16,37.04,26392.37
7924,2025-01-02,33,59,8,9,726.7,81.96,
7939,2025-11-12,2918,59,7,1,1357.27,164.23,189064.45
7942,2025-04-16,2091,79,1,1,1757.41,,
7948,2025-01-10,2912,18,13,5,-1840.08,,
7949,2025-12-02,1406,55,3,6,607.07,49.3,102093.85
7965,2025-05-10,524,54,1,3,1464.31,132.35,
7980,2025-03-03,437,2,7,1,111.0,,16755.58
7984,2025-10-25,2000,10,2,9,872.9,61.75,139250.8
7996,2026-01-30,2952,70,8,11,1193.08,177.76,
8006,2025-03-19,612,76,15,5,644.82,66.99,39111.94
8019,2025-05-07,1453,65,3,8,208.75,19.08,18345.43
8030,2025-08-15,464,42,3,12,705.04,106.31,
8040,2025-03-12,2044,73,11,4,275.48,18.3,
8046,2025-02-07,677,49,14,12,135.41,8.81,
8054,2025-09-28,2979,39,6,6,787.17,61.79,114756.16
8057,2025-06-24,1794,56,9,1,1224.1,227.61,
8061,2026-02-08,587,39,10,11,1927.09,,132886.74
8070,2025-08-11,520,60,7,8,1337.68,,
8087,2025-12-02,1045,1,2,3,778.92,,
8095,2025-08-28,2482,75,10,5,604.05,134.22,
8096,2025-02-10,681,9,12,2,432.85,34.56,77556.24
8098,2025-02-03,615,4,5,11,1145.38,64.35,139609.95
8115,2025-05-02,2045,26,5,8,1534.57,,120252.45
8121,2025-10-29,2546,56,15,10,1946.81,,
8126,2025-05-13,1803,70,3,3,1571.96,375.81,
8129,2025-08-11,280,4,14,9,186.38,,26393.39
8136,2025-04-19,2416,34,1,4,868.71,,
8147,2026-02-17,724,24,8,8,289.95,,
8155,2025-08-27,1326,11,14,12,644.43,36.01,
8168,2025-02-10,669,41,7,11,557.91,84.5,70972.59
8176,2025-07-07,1930,8,5,10,276.89,32.15,43940.52
8182,2025-07-30,268,12,7,1,833.27,,
8184,2025-07-18,1748,46,9,12,264.88,19.85,12522.84
8218,2025-10-17,1038,43,10,9,159.85,11.14,14346.76
8221,2025-03-05,1133,23,11,5,0.0,,102799.55
8233,2025-04-02,1285,28,13,10,505.34,,27258.18
8243,2026-01-02,1223,46,9,1,979.41,,
8260,2025-04-05,2636,56,2,3,1389.28,,
8261,2025-09-27,320,32,12,6,55.08,7.74,
8268,2026-01-18,2766,2,15,1,450.44,767.36,
8305,2026-01-27,2272,9,3,6,437.89,,
8308,2025-02-11,1794,18,3,1,525.61,92.71,
8315,2025-08-09,963,20,14,4,1415.48,,
8330,2025-07-03,2543,34,14,11,1266.89,216.64,162382.7
8334,2025-08-03,2627,44,4,2,210.9,23.63,
8336,2026-01-07,42,77,10,12,428.86,70.2,25725.67
8343,2026-02-16,1154,68,11,11,1706.14,,
8363,2025-03-03,776,68,14,8,910.89,183.23,75020.8
8364,2025-12-28,880,50,6,9,1495.46,131.67,
8375,2025-05-24,2225,60,2,4,559.24,31.61,
8384,2025-10-21,1912,68,7,12,1722.52,319.65,145763.58
8395,2025-12-22,53,25,10,8,-504.22,110.47,75223.24
8417,2025-08-21,1330,60,2,1,113.85,,17932.88
8423,2025-06-29,2318,49,13,6,1636.15,397.75,
8448,2025-09-04,953,14,10,4,446.69,57.27,30367.13
8463,2025-04-01,628,18,4,11,927.3,90.55,
8464,2025-12-19,834,61,7,7,277.12,66.13,52548.68
8480,2025-11-23,2812,9,7,5,-78.75,,2785.68
8487,2026-01-31,1034,3,15,9,1075.83,76.66,
8514,2025-08-15,2153,69,15,3,138.74,,
8517,2025-08-14,833,24,6,6,242.82,,15386.32
8526,2026-01-29,1619,68,15,5,1451.74,,282775.84
8535,2025-04-13,988,17,15,3,798.41,87.18,
8546,2025-07-20,2941,71,11,6,490.32,,19833.55
8549,2025-01-10,1203,8,6,2,1451.3,,157225.79
8565,2025-12-24,2565,69,2,11,82.27,8.57,15089.09
8574,2025-10-01,2815,21,5,7,143.77,27.96,
8582,2025-04-27,976,47,3,5,990.59,,
8590,2025-01-19,131,68,5,1,501.63,,
8593,2025-06-11,81,19,13,5,1672.62,,
8594,2025-09-10,100,26,11,7,1803.31,,
8613,2025-09-11,14,78,3,2,1117.02,,
8617,2025-02-12,370,19,11,5,836.19,42.31,
8623,2025-08-16,1040,20,9,5,346.5,25.02,
8636,2025-08-10,2480,80,10,3,1794.11,108.43,
8648,2025-08-25,2165,8,2,2,1512.41,154.23,
8650,2025-02-23,1513,49,5,11,561.1,,53734.46
8657,2025-11-27,148,29,8,11,188.83,42.93,29871.67
8672,2025-03-17,2024,16,6,5,1955.44,,
8686,2025-04-08,424,17,2,6,658.39,55.92,102120.54
8694,2025-12-02,530,69,7,9,653.01,,
8696,2025-04-16,1403,25,10,5,177.55,,11971.02
8705,2025-07-18,2653,1,8,6,1359.52,,
8714,2026-02-17,1464,78,1,11,1691.5,241.14,
8728,2025-07-01,2399,21,8,10,1891.16,,93157.7
8736,2025-12-09,399,16,12,2,721.5,167.97,
8740,2025-04-15,1679,76,9,12,1134.09,245.66,110405.94
8754,2025-03-23,129,19,12,2,1671.73,243.93,272955.42
8770,2025-05-02,134,68,2,8,276.02,52.69,
8780,2025-11-24,1100,11,15,7,834.18,,
8792,2025-12-08,1915,31,14,11,779.82,167.98,
8806,2025-01-21,2142,30,10,8,1157.06,181.51,34538.8
8836,2025-01-04,893,15,13,2,599.52,,
8837,2025-10-05,1465,11,8,2,1174.08,93.31,73445.75
8844,2026-01-01,2358,2,12,12,1306.71,,
8845,2025-10-09,856,47,2,10,972.27,224.23,
8856,2025-09-29,859,64,5,11,703.48,57.66,54985.84
8859,2025-06-07,2312,20,15,4,356.12,,30653.68
8885,2025-01-17,2533,41,9,9,297.21,63.64,15411.67
8890,2025-05-26,1100,34,12,7,206.0,35.9,
8895,2025-05-08,1640,26,1,12,824.86,89.06,17141.27
8930,2025-03-05,169,58,8,5,133.75,,
8941,2025-01-10,1901,26,13,10,1145.78,,189670.52
8957,2025-05-14,59,59,9,3,1617.96,351.48,
8965,2025-07-26,134,79,14,4,909.12,199.94,
8968,2025-04-26,1746,35,14,5,196.76,17.79,
8970,2026-01-14,2522,58,14,4,281.25,49.09,
8975,2025-11-11,650,3,9,11,1545.73,,
8976,2025-04-16,1784,70,12,1,338.19,57.06,40943.89
9010,2025-07-03,137,12,2,7,1904.1,,
9035,2025-09-20,582,9,15,1,813.31,,
9037,2025-04-17,2868,55,6,10,466.52,,60960.05
9048,2025-04-11,2929,7,3,1,704.11,155.39,
9051,2025-03-27,110,61,13,7,1117.03,,
9058,2025-12-19,2876,73,3,3,1061.13,235.93,
9059,2025-06-03,1296,71,4,6,135.62,7.43,7679.33
9060,2025-10-03,3592,5,3,6,329.67,30.37,53331.27
9071,2025-12-30,2682,109,7,5,1777.07,,
9092,2025-02-05,1659,49,6,8,1250.12,213.15,
9097,2025-06-16,596,72,6,8,947.69,,48610.81
9112,2025-06-24,174,37,3,9,1121.42,60.92,
9113,2025-02-23,574,17,4,1,235.12,16.64,
9116,2026-02-04,457,48,12,2,801.86,51.54,37812.55
9119,2025-08-16,477,34,13,2,176.46,41.07,29545.9
9123,2026-01-30,2954,2,4,6,1748.21,,
9126,2025-04-09,1337,10,11,6,961.31,139.48,
9130,2025-05-04,2263,3,2,12,1626.19,394.58,302911.01
9141,2025-07-11,2148,6,13,12,1223.92,292.86,
9166,2025-07-03,2177,79,6,4,329.54,71.98,
9196,2025-07-17,1523,39,5,4,800.19,,
9215,2025-08-31,480,8,13,6,1966.7,,169042.79
9228,2025-07-19,57,79,11,2,764.16,111.69,64152.41
9233,2025-03-14,1353,59,3,6,428.31,25.54,73368.43
9247,2026-01-27,967,63,3,10,1667.56,212.29,
9254,2025-07-08,2453,3,8,3,986.84,234.94,76500.98
9291,2025-01-09,1980,68,11,10,1298.65,1651.3,
9292,2025-01-13,682,45,15,11,1185.96,,
9300,2025-08-13,1202,67,15,1,471.33,64.33,
9301,2025-09-19,2686,40,3,12,1624.87,,196285.51
9303,2025-04-20,82,58,8,10,591.9,83.73,
9307,2025-05-03,2718,57,5,1,1198.34,175.79,85176.93
9309,2026-02-11,3502,2,5,1,458.39,,
9318,2025-01-18,1531,58,1,8,886.5,88.8,
9331,2025-07-18,2788,48,11,1,519.64,,49526.06
9340,2025-09-27,1415,60,11,11,95.26,11.52,
9341,2025-06-02,2704,9,12,6,1847.34,193.02,
9359,2025-05-10,3857,41,11,12,56.02,8.56,
9364,2025-05-15,1653,12,4,9,914.09,,
9367,2025-04-04,2410,20,10,12,1953.46,,105773.39
9382,2025-09-02,649,26,1,7,1489.87,293.14,284079.91
9400,2025-07-14,2570,38,11,2,277.22,,19914.74
9405,2025-09-05,2271,42,13,8,1244.4,104.79,172642.16
9412,2025-12-20,1145,16,5,1,989.51,167.07,
9432,2025-11-26,1842,77,13,6,1909.39,113.7,301689.9
9441,2025-06-15,473,10,3,7,1433.96,134.42,91912.99
9444,2025-11-05,2520,52,1,11,1901.31,,
9457,2025-10-15,271,96,5,3,794.58,,90196.85
9491,2025-12-05,1174,31,13,6,809.68,,
9493,2025-01-10,154,17,2,10,434.6,104.55,
9500,2025-09-02,2851,46,8,11,810.76,,41567.62
9521,2025-02-02,179,48,3,4,968.07,,29514.86
9525,2026-01-13,1540,39,7,6,591.41,97.44,
9529,2025-12-18,2626,74,4,4,1626.38,,
9553,2025-11-30,275,18,12,3,294.77,,56999.59
9554,2025-12-10,2841,12,3,4,1593.25,,
9573,2025-08-11,912,44,10,9,168.93,,
9575,2025-12-26,1143,6,4,4,1164.78,199.11,26763.59
9591,2025-11-20,422,63,1,4,966.72,,77049.3
9600,2025-02-28,247,9,3,12,0.0,218.03,159796.36
9610,2025-05-05,2530,35,3,1,285.28,48.84,55672.83
9613,2025-01-28,130,42,6,7,102.38,18.82,8091.87
9614,2025-05-19,99,27,7,1,142.89,18.0,6784.32
9623,2025-02-11,2063,41,10,12,455.39,733.14,
9628,2025-09-23,2500,6,12,4,1312.46,,177977.18
9639,2025-03-10,898,11,4,11,217.14,12.66,
9643,2025-02-21,335,59,10,9,1888.04,381.98,373926.5
9648,2025-04-27,1925,20,4,8,1773.64,,
9674,2025-10-04,788,59,7,2,835.5,50.95,67833.83
9690,2025-01-25,1112,25,11,2,784.36,61.25,
9705,2025-08-03,1281,44,15,9,460.15,,69392.15
9713,2025-02-28,431,47,13,6,1212.0,188.38,105215.25
9718,2025-06-02,248,76,2,12,1386.64,168.68,243399.5
9726,2025-01-07,2569,40,2,5,1565.29,,
9729,2025-11-01,1696,14,8,1,330.67,,
9731,2025-12-27,160,36,1,10,240.78,50.25,32428.85
9739,2025-03-11,1465,2,9,4,779.11,149.15,
9741,2025-12-31,1068,29,14,1,776.43,124.36,
9743,2025-01-31,2687,16,6,4,225.48,53.91,24234.25
9753,2025-08-30,215,24,3,8,1225.7,,214347.07
9759,2025-04-01,2313,20,8,1,644.85,,71094.41
9763,2025-04-16,634,37,15,10,746.21,173.97,
9792,2025-07-13,1119,1,11,4,465.44,33.23,38702.93
9803,2025-05-31,1627,71,5,12,1955.3,295.06,
9804,2025-09-28,1074,42,13,6,891.11,220.32,
9831,2025-10-21,2721,45,14,12,903.09,178.93,
9847,2025-02-14,234,17,10,5,852.17,135.16,156290.29
9853,2025-08-11,2677,68,13,6,195.19,,
9854,2025-12-20,1986,72,8,5,964.71,193.18,96498.61
9865,2025-03-28,1507,6,11,7,554.58,,30179.93
9866,2025-01-31,2602,68,13,9,488.65,,32894.75
9868,2025-06-09,304,3,8,2,1488.76,217.48,
9872,2025-05-25,1335,20,3,11,85.24,,
9884,2026-01-08,1006,80,6,2,1683.86,392.31,
9894,2025-11-10,45,34,13,12,242.98,47.2,15198.36
9896,2025-11-15,146,77,10,3,-1307.18,124.84,159168.23
9914,2026-02-11,1913,66,15,9,159.04,16.22,
9920,2026-01-02,3727,54,1,1,1484.17,,
9924,2025-06-06,41,38,7,5,876.88,,158382.7
9945,2025-01-31,2714,40,5,6,103.74,14.28,
9951,2025-01-26,3869,78,7,6,1540.07,,258762.57
9959,2025-12-13,2578,78,11,6,260.0,28.03,34726.26
9983,2025-08-30,2334,37,1,3,565.25,94.58,
10005,2025-01-07,457,60,7,3,298.63,56.64,
10013,2025-02-17,1879,68,3,3,1274.62,134.81,
10018,2026-01-27,2570,68,14,8,476.54,,60282.12
10055,2025-12-16,1941,70,7,10,1737.98,206.56,
10061,2025-11-19,426,23,9,5,1764.25,,322407.48
10076,2025-10-10,523,24,14,5,1856.08,361.1,
10084,2025-04-22,62,37,8,5,1928.11,,129632.06
10102,2025-01-05,1764,76,15,2,225.12,,
10103,2026-01-12,293,37,11,10,1098.02,198.41,107799.57
10110,2025-02-14,2330,11,4,9,1473.44,178.58,
10172,2025-04-03,960,68,11,10,1425.48,,
10176,2026-01-21,1426,5,15,11,99.53,18.3,
10178,2025-10-06,1988,79,10,12,532.97,,63872.92
10206,2025-03-07,626,7,13,1,1894.41,,251808.79
10231,2025-08-17,1044,74,4,2,1421.48,,
10245,2025-11-21,2441,76,6,3,369.28,34.65,
10246,2025-03-16,2043,33,10,3,803.66,,
10247,2026-01-09,594,75,8,6,1727.33,,
10291,2026-02-14,2978,11,8,7,377.89,35.66,
10301,2025-11-06,437,42,2,3,70.99,4.69,12373.39
10323,2025-01-03,1387,14,7,4,1328.72,,184363.21
10331,2025-10-22,1703,35,4,5,1577.98,331.97,
10352,2025-06-08,1067,7,4,5,133.55,,
10391,2025-03-02,18,80,15,7,1046.34,,
10398,2025-03-08,2799,75,6,9,1799.7,278.41,239245.97
10401,2025-05-02,2139,3,5,1,1206.08,,
10403,2025-04-05,2988,61,7,4,1204.65,287.76,29731.87
10411,2025-02-02,2819,15,4,2,546.58,,50124.45
10412,2025-02-22,203,78,14,12,657.55,,
10426,2025-08-27,2145,31,4,7,1107.68,184.06,
10435,2025-10-08,2629,5,4,7,1990.06,491.95,54501.69
10436,2025-07-09,2678,77,1,4,76.98,8.38,
10439,2025-03-06,764,19,1,5,744.04,,86602.28
10440,2025-09-30,1570,21,11,10,1077.82,228.65,
10444,2025-04-12,2784,18,15,12,291.6,,20167.24
10445,2025-11-28,65,1,9,9,844.69,,
10470,2025-05-16,846,76,1,8,715.45,77.41,23813.68
10471,2025-10-13,66,63,8,10,1213.47,,160971.71
10475,2025-09-07,1355,75,13,4,200.03,19.72,23218.54
10495,2025-10-28,2151,70,3,5,97.21,10.05,
10500,2025-08-12,2113,61,12,10,1977.11,303.83,
10518,2025-12-04,1646,46,3,9,1123.29,273.81,
10528,2025-08-24,967,30,8,5,379.07,,
10535,2025-11-14,3527,53,9,1,944.6,,
10544,2025-12-07,2208,39,6,9,1075.38,221.53,156546.36
10563,2025-07-03,2265,5,9,8,886.72,,174642.78
10565,2026-01-11,1275,30,14,9,1810.38,,
