id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
1132,23813,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1133,16811,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1134,5072,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1135,15345,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1136,11801,,5310.68,NAN,fecha_invalida
1137,1806,2025-09-09,,ABIERTO,monto_invalido_o_vacio
1138,17240,2025-08-08,,CERRADO,monto_invalido_o_vacio
1139,6215,,13514.51,ABIERTO,fecha_invalida
1140,23028,,6684.61,CERRADO,fecha_invalida
1141,7917,,4405.51,CERRADO,fecha_invalida
1142,14020,,3255.1,CERRADO,fecha_invalida
1143,3121,2025-03-12,,CERRADO,monto_invalido_o_vacio
1144,17946,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1145,2981,,1217.23,ABIERTO,fecha_invalida
1146,15338,,1484.94,NAN,fecha_invalida
1147,20793,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1149,19340,,14517.55,CERRADO,fecha_invalida
1150,23730,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1151,3324,,6532.67,ABIERTO,fecha_invalida
1152,7979,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1154,11248,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1155,1189,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1156,15020,2025-09-24,,CERRADO,monto_invalido_o_vacio
1157,11302,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1158,4891,,2632.99,RECHAZADO,fecha_invalida
1159,6964,,14016.53,ABIERTO,fecha_invalida
1160,1948,2026-01-23,,NAN,monto_invalido_o_vacio
1161,21907,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1162,12743,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1163,10671,,9755.75,NAN,fecha_invalida
1164,23556,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1165,9198,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1166,24114,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1167,286,,8397.54,CERRADO,fecha_invalida
1168,19075,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1169,11760,,3075.23,CERRADO,fecha_invalida
1170,12816,,8627.81,ABIERTO,fecha_invalida
1171,6309,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1172,10330,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1173,24937,,10267.29,CERRADO,fecha_invalida
1174,13,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1175,14609,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1176,4604,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1177,20034,,1063.96,ABIERTO,fecha_invalida
1178,453,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1179,6385,,513.6,RECHAZADO,fecha_invalida
1180,19288,,1147.2,CERRADO,fecha_invalida
1181,801,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1182,24739,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1183,5467,2026-01-28,,ABIERTO,monto_invalido_o_vacio
1184,15381,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1185,15619,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1186,11436,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1187,20954,,4227.36,NAN,fecha_invalida
1188,11278,,9954.49,CERRADO,fecha_invalida
1189,13758,,7538.65,CERRADO,fecha_invalida
1190,2561,,9708.16,NAN,fecha_invalida
1191,24567,,8626.26,NAN,fecha_invalida
1192,8295,2025-06-15,,RECHAZADO,monto_invalido_o_vacio
1194,12360,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1195,1088,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1196,10349,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1197,22770,2025-12-02,,ABIERTO,monto_invalido_o_vacio
1198,1007,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1199,7316,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1200,14387,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1201,10811,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1202,15557,,11977.15,ABIERTO,fecha_invalida
1203,20049,2025-04-15,,ABIERTO,monto_invalido_o_vacio
1204,10792,,2449.52,NAN,fecha_invalida
1205,2785,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1206,15823,,9814.88,CERRADO,fecha_invalida
1207,1951,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1208,12085,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1209,20312,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1210,24186,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1211,23782,2025-12-23,,RECHAZADO,monto_invalido_o_vacio
1212,18598,,5927.99,NAN,fecha_invalida
1213,17164,2025-11-14,,NAN,monto_invalido_o_vacio
1214,4547,2025-03-08,,NAN,monto_invalido_o_vacio
1215,10385,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1217,1757,,13977.45,CERRADO,fecha_invalida
1218,13968,,5718.28,CERRADO,fecha_invalida
1219,12303,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1220,11652,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1221,8298,2026-01-19,,ABIERTO,monto_invalido_o_vacio
1222,4761,2025-08-16,,NAN,monto_invalido_o_vacio
1223,8808,,5726.65,ABIERTO,fecha_invalida
1224,12468,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1225,23885,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1226,4251,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1227,25832,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1228,2407,,5542.27,CERRADO,fecha_invalida
1229,405,,2902.16,NAN,fecha_invalida
1230,10348,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1231,21623,2025-10-10,,ABIERTO,monto_invalido_o_vacio
1232,13777,2025-05-28,,CERRADO,monto_invalido_o_vacio
1233,19055,,493.42,RECHAZADO,fecha_invalida
1234,18450,,9867.5,CERRADO,fecha_invalida
1235,8554,,9417.71,ABIERTO,fecha_invalida
1236,18995,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1237,19508,2025-12-02,,ABIERTO,monto_invalido_o_vacio
1238,9697,,1040.72,CERRADO,fecha_invalida
1239,21836,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1240,16223,,277.84,NAN,fecha_invalida
1241,21089,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1242,16772,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1243,7188,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1244,12283,,7946.62,ABIERTO,fecha_invalida
1245,9315,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1246,22854,,2984.77,CERRADO,fecha_invalida
1247,16943,2026-01-20,,NAN,monto_invalido_o_vacio
1248,23191,2025-01-21,,CERRADO,monto_invalido_o_vacio
1249,20643,,6978.95,CERRADO,fecha_invalida
1250,639,,10710.26,NAN,fecha_invalida
1251,5220,2025-02-20,,NAN,monto_invalido_o_vacio
1252,22472,,2721.9,CERRADO,fecha_invalida
1253,8538,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1254,20454,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1255,5220,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1256,19180,,4203.56,ABIERTO,fecha_invalida
1257,5501,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1258,16974,,3290.95,ABIERTO,fecha_invalida
1259,3187,2025-08-27,,RECHAZADO,monto_invalido_o_vacio
1260,19935,,11443.65,NAN,fecha_invalida
1261,10131,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1262,25653,,5950.12,RECHAZADO,fecha_invalida
1263,14945,2025-06-22,,ABIERTO,monto_invalido_o_vacio
1264,25585,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1265,18782,,6593.27,RECHAZADO,fecha_invalida
1266,9636,2025-09-06,,CERRADO,monto_invalido_o_vacio
1267,6892,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1268,16249,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1269,21082,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1270,12115,,9620.5,ABIERTO,fecha_invalida
1271,2456,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1272,25857,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1273,2951,,10068.99,ABIERTO,fecha_invalida
1275,19288,,2725.82,NAN,fecha_invalida
1276,280,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1277,20864,,1036.3,NAN,fecha_invalida
1278,1004,,5515.78,RECHAZADO,fecha_invalida
1279,22809,,11632.79,ABIERTO,fecha_invalida
1280,4880,,4587.25,CERRADO,fecha_invalida
1281,9897,,5477.26,RECHAZADO,fecha_invalida
1282,12153,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1283,701,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1284,7964,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1285,13726,,2496.81,RECHAZADO,fecha_invalida
1286,18053,2025-11-29,,ABIERTO,monto_invalido_o_vacio
1287,7682,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1289,17008,2025-06-04,,ABIERTO,monto_invalido_o_vacio
1290,11498,,6656.02,ABIERTO,fecha_invalida
1291,5882,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1292,11117,2025-03-24,,ABIERTO,monto_invalido_o_vacio
1293,10643,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1294,23967,,13944.49,NAN,fecha_invalida
1295,21960,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1296,5367,,2696.11,CERRADO,fecha_invalida
1297,3203,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1298,21679,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1299,1862,,3051.7,ABIERTO,fecha_invalida
1300,13633,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1301,4930,,499.17,RECHAZADO,fecha_invalida
1302,6501,,7922.05,NAN,fecha_invalida
1303,264,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1304,17185,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1306,3099,,7877.21,NAN,fecha_invalida
1307,17248,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1308,20819,,12807.83,NAN,fecha_invalida
1309,14353,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1310,12726,,3196.63,NAN,fecha_invalida
1311,2315,,14201.32,NAN,fecha_invalida
1312,2189,,14191.56,ABIERTO,fecha_invalida
1313,10802,2025-09-26,,RECHAZADO,monto_invalido_o_vacio
1314,4439,,5353.68,CERRADO,fecha_invalida
1315,13728,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1316,12800,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1317,19371,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1318,13716,,10715.88,RECHAZADO,fecha_invalida
1319,5559,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1320,4918,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1321,5808,,13056.06,CERRADO,fecha_invalida
1322,7393,2025-05-19,,NAN,monto_invalido_o_vacio
1323,16976,,10001.37,ABIERTO,fecha_invalida
1324,16939,,10120.18,CERRADO,fecha_invalida
1325,6766,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1326,21581,,13247.47,NAN,fecha_invalida
1327,5838,,5233.17,CERRADO,fecha_invalida
1328,23471,,5596.99,ABIERTO,fecha_invalida
1329,19205,2025-09-18,,NAN,monto_invalido_o_vacio
1330,12750,,8095.69,ABIERTO,fecha_invalida
1331,4675,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1333,4591,,12730.18,ABIERTO,fecha_invalida
1334,7227,,804.95,CERRADO,fecha_invalida
1335,23315,,14684.93,NAN,fecha_invalida
1336,21837,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1337,17413,,10772.53,CERRADO,fecha_invalida
1338,15367,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1339,9171,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1341,23276,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1342,20930,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1343,4046,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1344,19571,,8283.79,ABIERTO,fecha_invalida
1345,21223,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1346,22227,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1347,15514,,12002.76,NAN,fecha_invalida
1348,5073,2025-06-18,,ABIERTO,monto_invalido_o_vacio
1349,12103,,682.74,ABIERTO,fecha_invalida
1350,5092,,500.96,ABIERTO,fecha_invalida
1351,563,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1352,734,,7397.35,CERRADO,fecha_invalida
1353,7303,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1354,3772,,10725.18,ABIERTO,fecha_invalida
1355,12151,,4698.5,NAN,fecha_invalida
1356,23951,,12068.19,CERRADO,fecha_invalida
1357,22130,,11891.95,NAN,fecha_invalida
1358,23652,,5850.34,NAN,fecha_invalida
1359,14693,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1361,24260,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1362,21685,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1363,13954,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1364,13980,,8707.04,NAN,fecha_invalida
1365,2636,,5232.09,ABIERTO,fecha_invalida
1366,17006,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1367,6415,,2046.86,CERRADO,fecha_invalida
1368,8517,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1369,20754,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1370,12779,2026-02-21,,NAN,monto_invalido_o_vacio
1371,7640,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1372,22316,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1373,1379,,12470.22,NAN,fecha_invalida
1374,23715,,9377.3,NAN,fecha_invalida
1375,21863,,7731.57,ABIERTO,fecha_invalida
1376,23249,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1378,11583,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1379,25727,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1380,8316,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1381,10201,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1382,24644,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1384,3654,,8018.27,CERRADO,fecha_invalida
1385,9473,2025-10-23,,CERRADO,monto_invalido_o_vacio
1386,15656,,12330.75,ABIERTO,fecha_invalida
1387,11547,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1388,2414,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1389,20596,,14855.63,NAN,fecha_invalida
1390,24285,,1372.5,ABIERTO,fecha_invalida
1391,14555,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1393,4540,,768.87,RECHAZADO,fecha_invalida
1394,21463,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1395,6852,,12344.54,ABIERTO,fecha_invalida
1396,21395,,5952.86,RECHAZADO,fecha_invalida
1398,13443,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1399,3874,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1400,19676,2025-06-03,,NAN,monto_invalido_o_vacio
1401,23112,,4658.41,ABIERTO,fecha_invalida
1402,13617,2025-04-22,,ABIERTO,monto_invalido_o_vacio
1403,4283,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1404,14776,,13119.37,NAN,fecha_invalida
1405,8294,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1406,8719,,5915.97,ABIERTO,fecha_invalida
1407,13052,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1408,11496,,4223.35,CERRADO,fecha_invalida
1409,2869,,1436.35,ABIERTO,fecha_invalida
1410,15619,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1411,10651,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1412,25836,2025-06-03,,CERRADO,monto_invalido_o_vacio
1413,25745,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1414,25620,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1415,9335,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1416,1806,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1417,21070,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1419,22929,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1420,9081,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1421,11500,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1422,11242,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1423,20759,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1424,21782,2025-07-31,,RECHAZADO,monto_invalido_o_vacio
1425,3831,,4022.3,ABIERTO,fecha_invalida
1426,15555,,11281.7,ABIERTO,fecha_invalida
1427,9624,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1428,5384,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1429,6094,,5609.24,ABIERTO,fecha_invalida
1430,13806,,4148.18,NAN,fecha_invalida
1431,9337,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1433,7520,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1434,7243,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1435,19763,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1436,9916,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1437,11222,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1439,9524,,9763.54,CERRADO,fecha_invalida
1441,11343,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1442,10386,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1443,3844,,11811.71,RECHAZADO,fecha_invalida
1444,24168,,14088.58,CERRADO,fecha_invalida
1445,18385,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1446,24075,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1447,21799,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1450,9478,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1451,6017,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1453,6962,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1454,13894,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1455,6845,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1456,6309,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1457,7235,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1458,2953,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1459,24954,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1460,14525,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1461,13174,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1462,19453,,9532.75,NAN,fecha_invalida
1463,16375,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1464,6576,,1345.69,NAN,fecha_invalida
1465,16903,2025-10-13,,ABIERTO,monto_invalido_o_vacio
1466,24405,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1467,8091,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1468,15318,2025-04-18,,ABIERTO,monto_invalido_o_vacio
1469,1197,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1470,14357,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1471,11356,,11938.75,NAN,fecha_invalida
1472,25735,,273.0,RECHAZADO,fecha_invalida
1473,6774,,12349.69,ABIERTO,fecha_invalida
1475,17162,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1476,15429,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1477,1797,,7228.05,ABIERTO,fecha_invalida
1478,17213,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1479,13889,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1480,10246,2026-01-10,,CERRADO,monto_invalido_o_vacio
1481,21619,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1482,12339,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1483,24886,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1484,10128,2026-01-19,,ABIERTO,monto_invalido_o_vacio
1485,3739,,14002.05,CERRADO,fecha_invalida
1486,23140,,2239.16,ABIERTO,fecha_invalida
1487,22507,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1488,16339,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1489,10152,2025-07-12,,CERRADO,monto_invalido_o_vacio
1490,10919,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1491,19473,,10608.9,RECHAZADO,fecha_invalida
1492,21099,,12954.99,CERRADO,fecha_invalida
1493,18230,,3242.03,NAN,fecha_invalida
1494,15707,,6861.88,ABIERTO,fecha_invalida
1496,19417,2025-06-26,,RECHAZADO,monto_invalido_o_vacio
1498,3723,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1499,1534,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1500,5188,,4021.79,CERRADO,fecha_invalida
1502,22109,,7280.03,CERRADO,fecha_invalida
1503,582,2025-10-22,,ABIERTO,monto_invalido_o_vacio
1504,34,2026-01-27,,RECHAZADO,monto_invalido_o_vacio
1506,3340,2025-07-18,,ABIERTO,monto_invalido_o_vacio
1507,5010,,5191.04,ABIERTO,fecha_invalida
1508,23922,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1509,7610,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1510,24665,,4582.76,NAN,fecha_invalida
1511,7607,,-13471.35,RECHAZADO,fecha_invalida
1512,5142,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1513,22963,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1514,25692,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1515,17258,,4635.56,RECHAZADO,fecha_invalida
1516,13612,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1517,6321,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1519,2732,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1520,19601,,2751.89,NAN,fecha_invalida
1521,17514,,1287.58,NAN,fecha_invalida
1522,25614,,8082.96,CERRADO,fecha_invalida
1523,8973,,169.84,NAN,fecha_invalida
1525,23896,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1526,8984,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1528,24261,,673.3,NAN,fecha_invalida
1529,7374,,3842.97,ABIERTO,fecha_invalida
1530,5798,,10158.37,ABIERTO,fecha_invalida
1531,6913,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1532,3410,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1533,11986,,9924.28,ABIERTO,fecha_invalida
1534,23962,,487.62,NAN,fecha_invalida
1535,77,,1178.57,ABIERTO,fecha_invalida
1536,12103,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1537,20430,,2969.85,NAN,fecha_invalida
1538,23031,,6244.92,ABIERTO,fecha_invalida
1539,9993,2025-12-22,,ABIERTO,monto_invalido_o_vacio
1540,19844,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1541,17026,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1542,23386,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1543,2999,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1544,5361,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1545,21286,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1546,6982,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1547,2713,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1548,6038,,7697.95,NAN,fecha_invalida
1549,16260,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1550,8469,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1551,24210,,13017.38,NAN,fecha_invalida
1552,12525,,13068.51,ABIERTO,fecha_invalida
1555,21895,,3573.48,CERRADO,fecha_invalida
1556,15290,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1557,2875,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1558,19253,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1559,22819,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1560,17335,,10290.63,ABIERTO,fecha_invalida
1561,11098,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1562,18159,2025-04-16,,RECHAZADO,monto_invalido_o_vacio
1563,24590,,10818.93,RECHAZADO,fecha_invalida
1565,8482,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1566,6849,,3892.12,RECHAZADO,fecha_invalida
1568,7268,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1569,12496,2026-02-16,,ABIERTO,monto_invalido_o_vacio
1570,9794,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1571,2817,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1572,25506,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1573,18576,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1574,20263,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1576,11899,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1577,20862,,888.16,RECHAZADO,fecha_invalida
1578,11943,,10299.33,NAN,fecha_invalida
1579,16882,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1581,24898,,5976.74,ABIERTO,fecha_invalida
1582,16622,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1583,15796,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1584,9543,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
1585,7750,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1586,12676,,10701.9,ABIERTO,fecha_invalida
1588,23950,2025-08-03,,NAN,monto_invalido_o_vacio
1589,18614,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
1590,14687,,12635.32,CERRADO,fecha_invalida
1591,16340,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1592,14672,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
1593,17794,,124.71,CERRADO,fecha_invalida
1594,6947,,1246.82,NAN,fecha_invalida
1595,16650,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
1596,20438,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
